Page,Pageviews,Unique Pageviews,Avg. Time on Page,Entrances,Bounce Rate,% Exit,Page Value
/animal-shelter/animals/57951,164,73,0:00:16,10,0.00%,12.20%,$0.00 
/animal-shelter/animals/58327,164,76,0:00:07,2,0.00%,2.44%,$0.00 
/documents/viewDocument.php?document_id=2985,164,115,0:02:44,102,70.59%,59.76%,$0.00 
/documents/viewDocument.php?document_id=8287,164,133,0:00:54,6,83.33%,16.46%,$0.00 
/feeds/,164,138,0:01:06,5,40.00%,21.95%,$0.00 
/search/node?keys=Basketball,164,57,0:00:18,4,0.00%,3.66%,$0.00 
/search/node?keys=utilities,164,76,0:00:11,0,0.00%,3.05%,$0.00 
/sustainability/development-incentives,164,71,0:01:19,17,0.00%,20.73%,$0.00 
/animal-shelter/animals/58102,163,71,0:00:13,1,0.00%,6.13%,$0.00 
/documents/viewDocument.php?document_id=2579,163,150,0:00:44,8,62.50%,15.95%,$0.00 
/documents/viewDocument.php?document_id=6564,163,90,0:01:11,2,0.00%,8.59%,$0.00 
/documents/viewDocument.php?document_id=8519,163,127,0:01:47,19,57.89%,38.04%,$0.00 
/search/node?keys=employment,163,65,0:00:14,1,0.00%,2.45%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-7SlAso_EoO4N5R6vP2rF3D8QggCesz2vIkjSSHx7ML0&form_id=asm_animalsearchform&op=Search,162,18,0:00:07,11,0.00%,3.70%,$0.00 
/animal-shelter/animals/56363,162,79,0:00:04,1,0.00%,0.00%,$0.00 
/animal-shelter/animals/57152,162,74,0:00:06,0,0.00%,3.70%,$0.00 
/animal-shelter/animals/57884,162,77,0:00:11,0,0.00%,6.17%,$0.00 
/animal-shelter/animals/57911,162,72,0:00:15,2,0.00%,1.85%,$0.00 
/documents/viewDocument.php?document_id=2,162,124,0:00:48,4,25.00%,20.99%,$0.00 
/documents/viewDocument.php?document_id=2476,162,151,0:04:11,150,93.33%,90.74%,$0.00 
/documents/viewDocument.php?document_id=5718,162,150,0:07:11,142,85.92%,84.57%,$0.00 
/documents/viewDocument.php?document_id=9819,162,141,0:02:13,65,81.54%,54.32%,$0.00 
/gpp,162,88,0:03:03,49,48.98%,33.33%,$0.00 
/sections/viewSection.php?section_id=208,162,104,0:02:19,70,61.43%,48.77%,$0.00 
/boards/industrial-development,161,58,0:00:34,11,0.00%,10.56%,$0.00 
/documents/viewDocument.php?document_id=286,161,97,0:00:45,71,32.39%,37.27%,$0.00 
/documents/viewDocument.php?document_id=459,161,116,0:03:15,113,64.91%,59.01%,$0.00 
/documents/viewDocument.php?document_id=676,161,109,0:01:09,34,41.18%,36.65%,$0.00 
/news/2017/06/19/912,161,80,0:01:01,44,2.27%,27.95%,$0.00 
/sections/viewSection.php?section_id=2,161,134,0:00:34,9,44.44%,21.12%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-lsJnfn5AwL13dIggoSufOKGOo2Fvt_sA0VGVG7iRkwg&form_id=asm_animalsearchform&op=Search,160,23,0:00:23,21,0.00%,13.12%,$0.00 
/animal-shelter/animals/58000,160,70,0:00:13,1,0.00%,8.12%,$0.00 
/animal-shelter/animals/58210,160,76,0:00:09,0,0.00%,5.62%,$0.00 
/animal-shelter/animals/58325,160,79,0:00:11,1,0.00%,4.38%,$0.00 
/documents/viewDocument.php?document_id=1553,160,76,0:01:28,3,0.00%,21.25%,$0.00 
/neighborhoods/historic/garden-hill,160,52,0:00:29,25,0.00%,13.75%,$0.00 
/recreation/programs/10145,160,63,0:00:48,9,11.11%,25.62%,$0.00 
/sections/viewSection.php?section_id=227,160,114,0:00:44,2,50.00%,13.75%,$0.00 
/peoples-park,159,144,0:04:18,123,76.42%,71.70%,$0.00 
/sections/viewSection.php?section_id=571,159,120,0:01:23,85,65.88%,54.72%,$0.00 
/animal-shelter/animals/56314,158,72,0:00:08,0,0.00%,5.06%,$0.00 
/animal-shelter/animals/57596,158,73,0:00:07,2,0.00%,5.06%,$0.00 
/animal-shelter/animals/57875,158,70,0:00:13,6,0.00%,9.49%,$0.00 
/animal-shelter/animals/57963,158,77,0:00:07,0,0.00%,5.06%,$0.00 
/animal-shelter/animals/58343,158,70,0:00:11,1,0.00%,5.70%,$0.00 
/neighborhoods/historic/courthouse-square,158,60,0:00:26,43,0.00%,27.22%,$0.00 
/parks/employment/backup-supervisor,158,76,0:00:14,2,0.00%,9.49%,$0.00 
/animal-shelter/animals/55736,157,71,0:00:12,4,0.00%,10.19%,$0.00 
/neighborhoods/grants/clean-ups,157,67,0:00:24,47,2.13%,30.57%,$0.00 
/about/walking-tours/university-courts,156,41,0:00:40,2,0.00%,6.41%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-xZDHZEwrclZZ53SY3Xu_eDWFCDuGFNEL3fe8ViFjg4g&form_id=asm_animalsearchform&op=Search,156,13,0:00:07,6,0.00%,5.13%,$0.00 
/animal-shelter/animals/57526,156,71,0:00:05,2,0.00%,7.05%,$0.00 
/animal-shelter/animals/57558,156,73,0:00:06,0,0.00%,2.56%,$0.00 
/documents/viewDocument.php?document_id=4725,156,131,0:01:48,119,84.87%,73.08%,$0.00 
/documents/viewDocument.php?document_id=8914,156,121,0:01:11,41,43.90%,31.41%,$0.00 
/locations/bloomington-parks-recreation-department,156,66,0:00:07,11,0.00%,15.38%,$0.00 
/sections/viewSection.php?section_id=217,156,118,0:01:27,4,50.00%,13.46%,$0.00 
/sections/viewSection.php?section_id=82,156,118,0:01:18,5,20.00%,12.82%,$0.00 
/animal-shelter/animals?species=Cat&form_build_id=form-vn6OOp_E1UPj14Xqq719x2SqKxT6U8_51N8jWu8K8uM&form_id=asm_animalsearchform&op=Search,155,6,0:00:33,2,0.00%,2.58%,$0.00 
/animal-shelter/animals/57240,155,75,0:00:11,0,0.00%,3.23%,$0.00 
/documents/viewDocument.php?document_id=10046,155,135,0:00:50,3,33.33%,20.65%,$0.00 
/documents/viewDocument.php?document_id=8911,155,138,0:00:58,38,81.58%,32.90%,$0.00 
/legal,155,134,0:01:13,112,41.96%,47.74%,$0.00 
/m/jobs/,155,75,0:00:10,74,2.70%,13.55%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-PJZS42TwLjV_wjhAOOF2LAIwpJVVD0V9CYkWFDlZKRA&form_id=asm_animalsearchform&op=Search,154,27,0:00:25,22,0.00%,9.74%,$0.00 
/animal-shelter/animals/55584,154,74,0:00:14,2,0.00%,3.90%,$0.00 
/animal-shelter/animals/56514,154,74,0:00:05,6,0.00%,9.09%,$0.00 
/animal-shelter/animals/57529,154,68,0:00:12,2,0.00%,2.60%,$0.00 
/animal-shelter/animals/57737,154,60,0:00:07,3,0.00%,6.49%,$0.00 
/business/districts/tif,154,58,0:01:32,37,0.00%,28.57%,$0.00 
/sections/viewSection.php?section_id=593,154,85,0:01:09,71,35.21%,44.16%,$0.00 
/documents/viewDocument.php?document_id=1847,153,68,0:00:30,0,0.00%,13.73%,$0.00 
/documents/viewDocument.php?document_id=9669,153,132,0:01:37,10,50.00%,32.68%,$0.00 
/documentTypes/documents.php?documentType_id=4;facet_id=36,153,117,0:00:52,5,60.00%,6.54%,$0.00 
/sections/viewSection.php?section_id=265,153,103,0:00:47,11,72.73%,24.18%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-dEa_AMXwNwnYPbp0RVRUvLosw6JPpJk7-9j-PQUc4io&form_id=asm_animalsearchform&op=Search,152,9,0:00:12,0,0.00%,2.63%,$0.00 
/animal-shelter/animals/56394,152,70,0:00:05,2,0.00%,3.95%,$0.00 
/animal-shelter/animals/56400,152,73,0:00:09,1,0.00%,3.29%,$0.00 
/animal-shelter/animals/57451,152,69,0:00:08,2,0.00%,3.95%,$0.00 
/animal-shelter/animals/57904,152,75,0:00:09,4,0.00%,3.29%,$0.00 
/boards/utilities-service/meetings,152,62,0:00:27,3,0.00%,8.55%,$0.00 
/facets/viewFacet.php?facet_id=5,152,118,0:00:51,26,26.92%,23.03%,$0.00 
/locations/viewLocation.php?location_id=16,152,139,0:01:47,21,76.19%,43.42%,$0.00 
/recreation/programs/10399,152,61,0:00:31,11,0.00%,17.11%,$0.00 
/webtrac/cgi-bin/wspd_cgi.sh/wbsearch.html?xxmod=AR&xxtype=BBALL&wbsi=a8ec7fe3-5111-4fad-e711-8d7b8af54e35,152,53,0:00:11,47,0.00%,13.16%,$0.00 
/animal-shelter/animals?species=Cat&form_build_id=form-ioptenNaEDoH66GwKch9ntBwPOYDbI42ijrH0GFKha8&form_id=asm_animalsearchform&op=Search,151,25,0:00:06,21,0.00%,11.26%,$0.00 
/animal-shelter/animals/57747,151,72,0:00:14,1,0.00%,3.31%,$0.00 
/bemore,151,121,0:02:30,110,65.45%,64.90%,$0.00 
/departments/esd/inventory,151,61,0:01:27,25,0.00%,28.48%,$0.00 
/documents/viewDocument.php?document_id=2246,151,73,0:01:48,10,40.00%,26.49%,$0.00 
/documents/viewDocument.php?document_id=495,151,104,0:02:44,20,65.00%,47.68%,$0.00 
/documents/viewDocument.php?document_id=572,151,111,0:00:32,26,23.08%,16.56%,$0.00 
/documents/viewDocument.php?document_id=5852,151,139,0:01:41,131,91.60%,87.42%,$0.00 
/sections/viewSection.php?section_id=385,151,94,0:01:01,0,0.00%,27.81%,$0.00 
/animal-shelter/animals/56584,150,72,0:00:07,6,0.00%,4.00%,$0.00 
/animal-shelter/animals/58192,150,67,0:00:11,1,0.00%,4.00%,$0.00 
/animal-shelter/animals/58300,150,66,0:00:06,2,0.00%,7.33%,$0.00 
/business/districts,150,55,0:00:37,14,0.00%,8.67%,$0.00 
/documents/viewDocument.php?document_id=23,150,118,0:00:51,2,0.00%,17.33%,$0.00 
/documents/viewDocument.php?document_id=3642,150,122,0:00:55,9,11.11%,21.33%,$0.00 
/news/2017/10/19/2935,150,70,0:00:41,53,0.00%,39.33%,$0.00 
/news/2017/11/02/2960,150,71,0:00:15,65,0.00%,37.33%,$0.00 
/recreation/programs/10166,150,59,0:00:29,7,0.00%,21.33%,$0.00 
/recreation/programs/10187,150,60,0:00:41,3,0.00%,20.67%,$0.00 
/search/node?keys=webmail,150,49,0:00:18,0,0.00%,10.00%,$0.00 
/sections/viewSection.php?section_id=316,150,24,0:02:22,8,37.50%,9.33%,$0.00 
/transportation/parking/special-events,150,68,0:00:29,2,0.00%,15.33%,$0.00 
/boards/historic-preservation/meetings,149,67,0:00:39,13,7.69%,32.89%,$0.00 
/documents/viewDocument.php?document_id=10160,149,129,0:00:48,25,52.00%,24.83%,$0.00 
/sections/viewSection.php?section_id=644,149,111,0:00:38,42,64.29%,36.91%,$0.00 
/about/trees/urban-forestry-plan,148,69,0:00:57,25,4.00%,30.41%,$0.00 
/about/walking-tours/prospect-hill,148,46,0:01:01,7,0.00%,12.16%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-Igqdecn1h6hgGl12MJIj6sQTJHMR-R5Jb4UjeXbSJOY&form_id=asm_animalsearchform&op=Search,148,11,0:00:05,7,0.00%,4.73%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-wYM0Tl2YF02XiY6oTizAcNm19CQuMANjKMOjpMJk4Y4&form_id=asm_animalsearchform&op=Search,148,6,0:00:25,0,0.00%,1.35%,$0.00 
/animal-shelter/animals/55902,148,62,0:00:09,6,0.00%,10.14%,$0.00 
/animal-shelter/animals/56140,148,71,0:00:03,2,0.00%,4.73%,$0.00 
/animal-shelter/animals/56930,148,65,0:00:26,1,0.00%,2.03%,$0.00 
/animal-shelter/animals/57018,148,70,0:00:04,1,0.00%,5.41%,$0.00 
/animal-shelter/animals/57050,148,73,0:00:05,0,0.00%,1.35%,$0.00 
/animal-shelter/animals/57077,148,58,0:00:35,7,0.00%,6.76%,$0.00 
/animal-shelter/animals/57524,148,65,0:00:05,2,0.00%,3.38%,$0.00 
/animal-shelter/animals/58171,148,68,0:00:21,0,0.00%,5.41%,$0.00 
/documents/viewDocument.php?document_id=5717,148,127,0:04:41,121,84.30%,83.78%,$0.00 
/engineering,148,105,0:00:13,55,16.36%,16.89%,$0.00 
/news/2017/07/24/2734,148,67,0:00:31,46,0.00%,40.54%,$0.00 
/recreation/programs/10221,148,67,0:00:44,4,25.00%,20.95%,$0.00 
/city/financial-reports,147,45,0:00:52,29,0.00%,21.09%,$0.00 
/documents/viewDocument.php?document_id=3660,147,132,0:00:52,5,40.00%,18.37%,$0.00 
/documents/viewDocument.php?document_id=7478,147,105,0:01:33,82,58.54%,57.82%,$0.00 
/documents/viewDocument.php?document_id=8878,147,128,0:01:05,3,100.00%,29.93%,$0.00 
/locations/viewLocation.php?location_id=3,147,125,0:00:49,13,23.08%,29.25%,$0.00 
/neighborhood-parking-permit-faqs,147,132,0:02:00,110,71.82%,64.63%,$0.00 
/neighborhoods/historic/restaurant-row,147,56,0:00:34,29,0.00%,25.17%,$0.00 
/parks/parks/adopt-a-stream,147,62,0:01:11,57,0.00%,38.10%,$0.00 
/search/?search=Email,147,139,0:03:29,0,0.00%,94.56%,$0.00 
/sections/viewSection.php?section_id=122,147,119,0:00:45,6,0.00%,8.84%,$0.00 
/animal-shelter/animals?species=Cat&form_build_id=form-Fe23A28v6pdqiQL4z50tYzcmOzm-1eTsaL14AjSINNg&form_id=asm_animalsearchform&op=Search,146,39,0:00:45,16,0.00%,19.18%,$0.00 
/animal-shelter/animals/56362,146,72,0:00:02,0,0.00%,2.05%,$0.00 
/animal-shelter/animals/57362,146,66,0:00:08,1,0.00%,4.79%,$0.00 
/animal-shelter/animals/57425,146,67,0:00:41,7,0.00%,14.38%,$0.00 
/documents/viewDocument.php?document_id=7695,146,133,0:01:14,42,45.24%,36.99%,$0.00 
/search/node?keys=parking+ticket,146,70,0:00:10,0,0.00%,0.00%,$0.00 
/sections/viewSection.php?section_id=7,146,88,0:01:19,62,20.97%,26.03%,$0.00 
/animal-shelter/animals/58226,145,69,0:00:04,0,0.00%,3.45%,$0.00 
/boards/mpo-technical,145,53,0:00:15,5,0.00%,7.59%,$0.00 
/business/start/physical/utilities,145,53,0:00:17,4,0.00%,3.45%,$0.00 
/contact/social-media,145,55,0:00:16,14,0.00%,24.14%,$0.00 
/historic-districts/elm-heights,145,103,0:02:47,80,58.75%,51.72%,$0.00 
/animal-shelter/animals/55297,144,65,0:00:12,3,0.00%,4.17%,$0.00 
/animal-shelter/animals/56989,144,71,0:00:06,0,0.00%,2.08%,$0.00 
/boards/zoning-appeals/meetings/2017,144,62,0:01:20,8,0.00%,24.31%,$0.00 
/departments/hr/jobs/director-auditing-and-financial-systems-controller,144,68,0:00:14,2,0.00%,13.89%,$0.00 
/graffiti,144,74,0:00:23,61,19.67%,40.97%,$0.00 
/housing/for-renters/legal-questions,144,73,0:00:32,6,0.00%,14.58%,$0.00 
/news/2017/04/30/859,144,66,0:01:07,5,0.00%,25.69%,$0.00 
/17th,143,72,0:02:50,49,61.22%,40.56%,$0.00 
/business/living-wage/faq-employers,143,55,0:00:35,18,5.56%,16.08%,$0.00 
/documents/viewDocument.php?document_id=285,143,114,0:00:34,58,60.34%,41.26%,$0.00 
/documents/viewDocument.php?document_id=853,143,88,0:00:52,35,51.43%,32.17%,$0.00 
/green-building-local-resources,143,104,0:01:17,71,50.70%,47.55%,$0.00 
/parks/employment/vegetation,143,68,0:00:23,3,0.00%,13.29%,$0.00 
/search/node?keys=Employment,143,53,0:00:15,0,0.00%,6.99%,$0.00 
/search/node?keys=Sanitation,143,52,0:00:07,2,0.00%,6.29%,$0.00 
/sections/viewSection.php?section_id=318,143,81,0:01:38,7,57.14%,39.16%,$0.00 
/sections/viewSection.php?section_id=559,143,56,0:00:24,32,28.12%,12.59%,$0.00 
/transportation/parking/downtown-parking/3rd-and-washington-parking-lot,143,66,0:00:44,5,0.00%,13.29%,$0.00 
/animal-shelter/animals/55709,142,69,0:00:17,0,0.00%,4.93%,$0.00 
/animal-shelter/animals/56260,142,68,0:00:05,2,0.00%,2.11%,$0.00 
/animal-shelter/animals/56296,142,65,0:00:06,3,0.00%,3.52%,$0.00 
/animal-shelter/animals/56365,142,69,0:00:03,1,0.00%,1.41%,$0.00 
/animal-shelter/animals/56557,142,63,0:00:09,0,0.00%,0.70%,$0.00 
/animal-shelter/animals/56595,142,67,0:00:04,1,0.00%,2.82%,$0.00 
/animal-shelter/animals/56871,142,60,0:00:23,3,0.00%,8.45%,$0.00 
/animal-shelter/animals/57553,142,62,0:00:32,3,0.00%,5.63%,$0.00 
/departments/council-office,142,64,0:00:34,8,0.00%,9.86%,$0.00 
/documents/viewDocument.php?document_id=10018,142,124,0:02:19,18,66.67%,35.21%,$0.00 
/documents/viewDocument.php?document_id=4228,142,119,0:02:02,11,72.73%,42.25%,$0.00 
/documents/viewDocument.php?document_id=4642,142,132,0:01:29,26,84.62%,44.37%,$0.00 
/documents/viewDocument.php?document_id=9053,142,133,0:00:58,1,100.00%,16.20%,$0.00 
/locations/viewLocation.php?location_id=195,142,127,0:01:56,6,83.33%,38.73%,$0.00 
/parks/trails/adopt-a-trail,142,45,0:00:43,27,0.00%,21.83%,$0.00 
/public-safety/safe-civil/sister-cities,142,69,0:00:19,63,0.00%,46.48%,$0.00 
/search/node?keys=basketball,142,59,0:00:08,1,0.00%,2.82%,$0.00 
/search/node?keys=Utilities,142,59,0:00:15,3,0.00%,6.34%,$0.00 
/treecare,142,106,0:02:45,53,52.83%,38.03%,$0.00 
/calendars/?year=2017;mon=4,141,122,0:00:26,0,0.00%,21.99%,$0.00 
/calendars/?year=2017;mon=5,141,110,0:00:31,2,50.00%,12.77%,$0.00 
/documents/viewDocument.php?document_id=9309,141,118,0:01:00,10,30.00%,46.81%,$0.00 
/documents/viewDocument.php?document_id=9976,141,135,0:01:31,4,50.00%,21.28%,$0.00 
/police/false-alarm,141,70,0:00:15,18,0.00%,24.11%,$0.00 
/sections/viewSection.php?section_id=268,141,93,0:00:23,18,38.89%,16.31%,$0.00 
/sections/viewSection.php?section_id=72,141,120,0:01:15,4,75.00%,29.08%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-_-XNtQuHmUh_0yy3KzImHc0sxj9Ll1Y8SkxKqNSveeM&form_id=asm_animalsearchform&op=Search,140,14,0:00:03,12,0.00%,3.57%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-P3JA4RG1ePK5__sqAK-E7VKVr3GdKlL5oH4gutgsOw4&form_id=asm_animalsearchform&op=Search,140,14,0:00:05,1,0.00%,5.71%,$0.00 
/animal-shelter/animals/56486,140,62,0:00:23,2,0.00%,6.43%,$0.00 
/animal-shelter/animals/57138,140,64,0:00:30,2,0.00%,3.57%,$0.00 
/animal-shelter/animals/57151,140,67,0:00:05,0,0.00%,4.29%,$0.00 
/animal-shelter/animals/57271,140,61,0:00:13,1,0.00%,5.00%,$0.00 
/boards/redevelopment/meetings,140,61,0:01:08,3,0.00%,20.71%,$0.00 
/calendars/?view=list&calendar_id=8,140,112,0:00:22,4,25.00%,13.57%,$0.00 
/controller,140,104,0:01:35,75,30.67%,31.43%,$0.00 
/news/2017/07/10/976,140,60,0:00:18,30,0.00%,32.86%,$0.00 
/news/2017/10/03/2898,140,68,0:00:23,48,0.00%,33.57%,$0.00 
/news/2017/11/28/3001,140,61,0:00:17,41,0.00%,25.71%,$0.00 
/recreation/programs/10197,140,55,0:00:31,4,0.00%,11.43%,$0.00 
/recreation/programs/10250,140,52,0:00:36,38,0.00%,28.57%,$0.00 
/recreation/programs/10315,140,64,0:00:11,10,0.00%,27.86%,$0.00 
/sections/viewSection.php?section_id=127,140,123,0:00:53,5,40.00%,17.86%,$0.00 
/sections/viewSection.php?section_id=536,140,123,0:02:17,37,51.35%,40.71%,$0.00 
/animal-shelter/animals/56982,139,64,0:00:06,2,0.00%,5.04%,$0.00 
/animal-shelter/animals/58067,139,63,0:00:06,3,0.00%,7.19%,$0.00 
/broadband-rfi,139,96,0:03:15,55,60.00%,41.73%,$0.00 
/news/2017/05/24/759,139,67,0:01:22,11,0.00%,23.02%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-Qxq6DR_lxNaw5ET67cXl9BwOQL5ygenIdQOhYZpBVRs&form_id=asm_animalsearchform&op=Search,138,15,0:00:05,2,0.00%,3.62%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-x2iCjkWkQH2d17rY6txf1H5FzO7dWNYnv0MaljENBjw&form_id=asm_animalsearchform&op=Search,138,13,0:00:06,0,0.00%,2.17%,$0.00 
/animal-shelter/animals/56583,138,60,0:00:17,0,0.00%,3.62%,$0.00 
/animal-shelter/animals/57377,138,65,0:00:18,0,0.00%,4.35%,$0.00 
/animal-shelter/animals/57532,138,65,0:00:08,2,0.00%,2.17%,$0.00 
/documents/viewDocument.php?document_id=283,138,105,0:01:02,12,16.67%,26.81%,$0.00 
/documents/viewDocument.php?document_id=6058,138,44,0:00:10,1,0.00%,5.07%,$0.00 
/documents/viewDocument.php?document_id=6846,138,112,0:01:36,20,50.00%,28.26%,$0.00 
/locations/?locationGroup_id=1,138,71,0:01:12,3,0.00%,14.49%,$0.00 
/locations/viewLocation.php?location_id=29,138,123,0:01:19,26,69.23%,56.52%,$0.00 
/recreation/programs/10184,138,56,0:00:44,44,0.00%,31.88%,$0.00 
/search/node?keys=water,138,65,0:00:06,1,0.00%,3.62%,$0.00 
/bduac,137,120,0:01:46,12,50.00%,21.90%,$0.00 
/documents/viewDocument.php?document_id=5994,137,99,0:01:07,22,50.00%,29.93%,$0.00 
/documents/viewDocument.php?document_id=854,137,105,0:01:08,70,58.57%,44.53%,$0.00 
/locations/fleet-maintenance,137,63,0:00:16,22,4.55%,30.66%,$0.00 
/locations/viewLocation.php?location_id=31,137,128,0:01:31,17,82.35%,48.91%,$0.00 
/search/?search=zoning+map,137,89,0:00:33,77,32.47%,37.96%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-iZJFukXJ5dcP1PwaTzpmsA5OUdCTGrkUj23gLP94pAo&form_id=asm_animalsearchform&op=Search,136,22,0:00:32,4,0.00%,2.94%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-rFuBrMKDZ6dCtGyOP5x2wcT1n_h3sCmOf144-IlXLIw&form_id=asm_animalsearchform&op=Search,136,16,0:00:06,13,0.00%,8.09%,$0.00 
/animal-shelter/animals/57112,136,66,0:00:13,0,0.00%,0.74%,$0.00 
/animal-shelter/animals/57267,136,66,0:00:12,0,0.00%,4.41%,$0.00 
/animal-shelter/animals/57343,136,60,0:00:14,5,0.00%,10.29%,$0.00 
/animal-shelter/animals/57356,136,62,0:00:07,3,0.00%,5.15%,$0.00 
/animal-shelter/animals/57722,136,66,0:00:15,0,0.00%,3.68%,$0.00 
/animal-shelter/animals/58107,136,65,0:00:12,1,0.00%,2.21%,$0.00 
/animal-shelter/animals/58250,136,60,0:00:04,0,0.00%,4.41%,$0.00 
/boards/mpo-policy/meetings,136,37,0:00:15,13,0.00%,15.44%,$0.00 
/calendars/?year=2017;mon=3,136,107,0:00:20,2,50.00%,17.65%,$0.00 
/council.,136,50,0:00:15,2,0.00%,7.35%,$0.00 
/documents/viewDocument.php?document_id=2611,136,96,0:01:08,20,60.00%,26.47%,$0.00 
/documents/viewDocument.php?document_id=9738,136,124,0:00:33,4,75.00%,19.85%,$0.00 
/dvc,136,105,0:02:58,79,69.62%,65.44%,$0.00 
/farmers-market/naturalist,136,69,0:00:39,5,0.00%,23.53%,$0.00 
/locations/viewLocation.php?location_id=37,136,116,0:00:45,2,50.00%,22.06%,$0.00 
/m/viewPage.php?docType=document;document_id=596,136,68,0:00:13,55,3.64%,9.56%,$0.00 
/pstc,136,105,0:00:27,89,50.56%,50.74%,$0.00 
/search/node?keys=volunteer,136,54,0:00:07,0,0.00%,5.15%,$0.00 
/taxabatement,136,99,0:01:30,62,59.68%,47.79%,$0.00 
/citizens-academy/overview,135,47,0:00:14,15,0.00%,17.04%,$0.00 
/documents/viewDocument.php?document_id=8749,135,119,0:00:20,2,50.00%,12.59%,$0.00 
/historical-survey/survey-results-by-address,135,73,0:00:27,7,0.00%,5.93%,$0.00 
/search/?search=building+permits,135,99,0:00:56,81,38.27%,34.81%,$0.00 
/search/?search=jobs,135,104,0:00:36,1,0.00%,6.67%,$0.00 
/sections/viewSection.php?section_id=142,135,93,0:01:00,4,25.00%,10.37%,$0.00 
/sections/viewSection.php?section_id=205,135,112,0:00:22,2,0.00%,7.41%,$0.00 
/sections/viewSection.php?section_id=84,135,90,0:02:02,61,57.38%,43.70%,$0.00 
/accessible/training,134,52,0:00:46,40,0.00%,33.58%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-Etyv8SrtG1OCGCBaR88kkO8MsWF_rmENf44TxBTcdnU&form_id=asm_animalsearchform&op=Search,134,11,0:00:15,0,0.00%,2.24%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-FkSrcuSka0gv_XhcYM8GMZWLOBt0vO4xEpjIQN6SH6I&form_id=asm_animalsearchform&op=Search,134,11,0:00:04,4,0.00%,1.49%,$0.00 
/animal-shelter/animals/56751,134,61,0:00:11,0,0.00%,3.73%,$0.00 
/animal-shelter/animals/57465,134,57,0:00:09,0,0.00%,2.24%,$0.00 
/animal-shelter/animals/58317,134,63,0:00:09,0,0.00%,4.48%,$0.00 
/citizens-academy/2017/1,134,28,0:00:11,6,0.00%,5.22%,$0.00 
/documents/viewDocument.php?document_id=9863,134,125,0:02:08,14,100.00%,49.25%,$0.00 
/incentives,134,105,0:01:19,52,50.00%,29.85%,$0.00 
/documents/viewDocument.php?document_id=2128;,133,87,0:00:32,46,23.91%,32.33%,$0.00 
/documents/viewDocument.php?document_id=2194,133,91,0:02:28,74,56.76%,48.87%,$0.00 
/documents/viewDocument.php?document_id=492,133,62,0:00:50,3,0.00%,9.02%,$0.00 
/parks/employment/scorekeeper,133,69,0:00:12,1,100.00%,9.77%,$0.00 
/sections/viewSection.php?section_id=152,133,106,0:00:38,2,50.00%,15.04%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-FgfnzSmAigl7PFUdbXzIrXcmfPAAMYqJsxsNm1fsENo&form_id=asm_animalsearchform&op=Search,132,22,0:00:08,1,0.00%,9.09%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-s-80xZeetoHbWrvYVB_ir1iSLdO7YsmROHHFKyWVLrg&form_id=asm_animalsearchform&op=Search,132,10,0:00:03,5,0.00%,3.79%,$0.00 
/animal-shelter/animals/56187,132,59,0:00:08,0,0.00%,5.30%,$0.00 
/animal-shelter/animals/56402,132,64,0:00:05,0,0.00%,2.27%,$0.00 
/animal-shelter/animals/56599,132,62,0:00:07,0,0.00%,6.06%,$0.00 
/animal-shelter/animals/58212,132,60,0:00:07,1,0.00%,4.55%,$0.00 
/documents/viewDocument.php?document_id=6283,132,75,0:01:53,22,45.45%,34.85%,$0.00 
/documents/viewDocument.php?document_id=6574,132,84,0:01:20,19,73.68%,34.09%,$0.00 
/documents/viewDocument.php?document_id=9672,132,77,0:02:07,35,57.14%,35.61%,$0.00 
/latino/nhhm,132,56,0:01:15,29,0.00%,25.76%,$0.00 
/news/2017/02/13/1621,132,64,0:00:23,31,0.00%,35.61%,$0.00 
/search/node?keys=Animal shelter,132,57,0:00:09,1,0.00%,10.61%,$0.00 
/social,132,98,0:01:08,6,33.33%,30.30%,$0.00 
/animal-shelter/animals/56026,131,62,0:00:09,4,0.00%,5.34%,$0.00 
/documents/viewDocument.php?document_id=1463,131,72,0:02:25,44,43.18%,35.11%,$0.00 
/locations/viewLocation.php?location_id=204,131,115,0:00:43,56,48.21%,32.82%,$0.00 
/parks/parks/butler-park/amenities,131,58,0:00:26,12,0.00%,24.43%,$0.00 
/search/node?keys=farmers+market,131,59,0:00:11,1,0.00%,3.82%,$0.00 
